@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58'

@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}

@data
0.228,0.228,16,0.67,0.67,2.847,0,0,168,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.615,0.025,13,0,1.08,1.377,0.3,0.3,186,0,0,0,1.23,1.85,0,0.3,0,1.54,0,0.61,0.61,0,0.15,0,2.32,0.3,0,0,1
0.538,0.145,116,0.02,1.59,5.108,0.87,0.34,3525,0,0.39,0,0.02,3.95,0,0.55,0.05,0.45,0.1,1.11,0.13,0.05,0.29,0.23,0.66,0.34,0.07,0,1
0,0,36,0,0,2.675,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0.52,0,0,1
0,0,38,0,0,3.23,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.151,0.302,11,0,2.4,2.611,2.4,0,47,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,15,0,0.47,1.518,0.47,0,161,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,1
0.751,0.255,84,0,1.14,4.163,0,1.14,712,0,0.49,0,0.08,2.46,0,0.41,0.08,0,0.16,0.08,0.24,0,0.49,0,0.32,0.57,0.095,0,1
0.919,0.229,138,0,4.12,4.444,0.45,0.22,400,0,0.45,0,0,2.06,0,0.22,0,0,0.22,0,0,0,2.75,0.22,1.37,0.68,0.028,0,1
0.309,0,4,0,0,1.6,0.68,0,32,0.68,0,0,0,0,1.36,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1
0.449,0.265,272,0,3.32,13.235,0.26,0.26,1575,0,0.39,0,0.53,3.78,0,0.99,0.26,0.13,0.46,0.53,0,0,1.12,0.19,0.26,0.73,0.034,0,1
0.358,0.261,54,0.08,1.3,3.56,0.86,0.34,979,0,0.08,0,0.26,1.82,0,0.78,0.26,0.34,0.26,1.04,0.26,0.17,1.56,0.52,0,0.69,0.11,0,1
0.764,0,28,0,1.02,2.468,0.29,0.43,469,0,0,0,0.14,2.19,0,0.29,0,0,0,0,0,0,0,0,0,0.14,0,0,1
0.358,0.261,54,0.08,1.3,3.554,0.86,0.34,981,0,0.08,0,0.26,1.82,0,0.78,0.26,0.34,0.26,1.04,0.26,0.17,1.56,0.52,0,0.69,0.11,0,1
0.555,0,107,0,0,19.26,0.53,0.26,886,0,0.53,0,0.53,1.33,0,0,0,0,0,0.26,0,0,0,0,0,0.26,1.157,0,1
0.192,0,19,0,1.07,2.333,0,0,49,0,0,0,1.07,1.07,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,22,0,0,2.044,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.493,0.061,13,0,0.56,1.874,0.56,0,253,0,0,0,0.18,0.56,0,0.37,0.18,0.18,0.18,0,0,0,0,0,0.56,0.56,0.03,0,1
5.555,0,14,0,0,3.275,6.25,0,95,0,0,0,1.04,4.16,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,1
0,0,33,0,0,2.417,0,0,162,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.57,0,0,1
5.803,1.284,54,0,1.08,5.944,0,0.09,755,0,0,0,0.49,3.74,0,0.59,0,0.09,0.49,0,0.19,0.09,0.39,0.09,0,1.57,0,0,1
0.273,0.364,48,0,2.22,6.641,0.27,0.55,352,0,0.55,0,0.55,2.5,0,0.55,0,0,0.55,0.27,0.55,0,1.67,1.94,1.94,1.39,0.045,0,1
0.733,0.104,326,0,1.51,8.192,0.58,0.46,1360,0,0.58,0,0.11,4.19,0,0.34,0.23,0.23,0,0,0.11,0,0.23,0,0.11,0.93,0.335,0,1
0,0.029,11,0.18,0.74,2.166,0,0,208,0,0,0,0.74,1.11,0,0.18,0.18,0,0.18,0,0,0,0.55,0,0,0.18,1.57,0.18,1
0,0,28,0,0,3.5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.544,0.077,22,0,1.22,2.055,0,0,111,0,0,0,0.24,4.9,0,0.24,0,0,0,0.73,0,0,0,0,0,0.49,0,0,1
0,0,12,0.91,0,1.941,0,0,33,0,0,0,0,6.42,0,0,0.91,0,0,0,0,0,0,0,0,2.75,0,0,1
0,0.085,33,0.29,1.45,5.145,0,0.29,247,0,0,0,0.87,5.24,0,0.29,0,0,0,0,0,0,0,0.87,0.29,1.45,0,0,1
1.385,0,64,0,1.73,3.535,0,0.28,396,0,0,0,0,2.89,0,0.57,0,0.28,0,0.28,0,0.86,0,0,0.57,0,0.046,0,1
0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.845,0.255,84,0,1.22,4.194,0,1.14,713,0,0.49,0,0.16,2.37,0,0.4,0.08,0,0.16,0.16,0.24,0,0.49,0,0.32,0.57,0.095,0,1
0.353,0.254,54,0.08,1.24,3.591,0.88,0.35,966,0,0.08,0,0.26,1.86,0,0.79,0.26,0.44,0.26,1.06,0.26,0.26,1.59,0.53,0,0.71,0.113,0,1
0.736,0.256,84,0,1.23,4.123,0,1.14,701,0,0.49,0,0.16,2.37,0,0.41,0.08,0,0.16,0.16,0.24,0,0.49,0,0.32,0.57,0.096,0,1
0.733,0.104,326,0,1.51,8.192,0.58,0.46,1360,0,0.58,0,0.11,4.19,0,0.34,0.23,0.23,0,0,0.11,0,0.23,0,0.11,0.93,0.335,0,1
0,0,13,0,0,4.333,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,1
0,0,54,0,1.25,9.444,0,0,255,0,0,0,0.41,1.66,0,0.41,0,0.41,0,0,0,0,0.83,0.41,0,0,0.676,0,1
0,0,11,0,0,4.333,16.66,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.353,0.254,54,0.08,1.24,3.598,0.88,0.35,968,0,0.08,0,0.26,1.86,0,0.79,0.26,0.44,0.26,1.06,0.26,0.26,1.59,0.53,0,0.71,0.113,0,1
0,0,33,0,0,2.269,0,0,118,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.65,0,0,1
0,0,28,0,0,1.987,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,10,0,0,1.841,0.44,0,186,0,0,0,0.44,1.32,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,1
5.828,1.308,54,0,1.08,6.047,0,0.09,768,0,0,0,0.39,3.74,0,0.59,0,0.09,0.49,0,0.19,0.09,0.39,0.09,0,1.57,0,0,1
0.319,0.266,145,0.07,1.25,4.689,0.14,0.29,1163,0,0.58,0,0,2.35,0,0.36,0.14,0,0.29,0.14,0.58,0,1.25,0.66,0,1.39,0.279,0,1
0,0,38,0,0,2.823,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,1
0.145,0.291,11,0,2.4,2.5,2.4,0,45,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.441,0.421,116,0.05,1.76,4.945,0,0.34,1449,0,0.56,0,0.11,3.46,0,0.62,0.11,0,0.22,0.11,0.22,0,0.39,0,0.39,1.02,0.04,0,1
0,0,28,0,0,2.652,0,0,61,0,0,0,0,1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0.19,0,1
0.444,0.25,54,0.08,1.39,3.138,0.86,0.26,929,0,0.08,0,0.26,1.82,0,0.78,0.26,0.6,0.26,1.12,0.43,0.6,1.47,0.43,0,0.69,0.111,0,1
0.232,0.465,12,0,2.46,2.687,2.46,0,43,0,0,0,0,2.46,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,1
0.412,0.206,20,0,0.6,2.3,2.42,0,237,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.103,0,1
0,0,28,0,0,2.465,0,0,106,0,0,0,0,1.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0.199,0,1
0,0,38,0,0,2.802,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,1
0.037,0,33,0,0,2.666,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.82,0,0.27,0,0,1
0,0.11,68,0.68,2.04,6.588,0,0,112,0,0,0,4.08,2.72,0,0,1.36,0.68,0.68,0,0,0,0.68,0,0.68,1.36,0,0,1
0,0.111,68,0.68,1.36,6.588,0,0,112,0,0,0,4.08,2.72,0,0,1.36,0.68,0.68,0,0,0,0.68,0,0.68,1.36,0,0,1
0.11,0,3,0,2.12,1.083,0,0,26,0,0,0,2.83,3.54,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,1
0.996,0.106,116,0,2.48,7.836,0.2,0,384,0,0,0,1.44,2.69,0,0.2,0,0.41,0.41,0.41,0,1.03,0.62,0.41,0,1.86,0,0,1
0.543,0.271,11,0,1.44,2.157,1.44,0,41,0,1.44,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.034,0,114,0.28,1.96,5.635,0.28,0,603,0,0,0,1.4,1.68,0,0,0,0,0.28,0.28,0,0,0.56,0,0,0.84,0,0,1
0,0,60,1.03,1.03,4,2.06,0,84,0,0,0,1.03,3.09,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,1
0,0.265,114,0,0.99,10.159,0,0.49,447,0,0,0,0,0.49,0,0,0,0,0.49,0,0,0,0,2.48,0,0,0.088,0,1
0.433,0.529,140,0.03,1.41,6.482,0.26,0.59,2379,0,0.48,0,0.14,3.16,0,0.37,0.29,0.37,0.48,0.07,0.14,0,0.66,0.55,0.07,0.89,0.114,0,1
0.757,0,13,0,0,4.157,0,0,79,0,0,0,0,1.78,0,0,0,0,0,0,0,0,3.57,0,0,1.78,0,0,1
1.44,0,21,0.64,0.64,2.875,0,0,115,0,0,0,0.64,5.8,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,1
0.785,0,13,0,0,4.333,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,1
1.461,0,21,0.65,0.65,2.973,0,0,113,0,0,0,0.65,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,0.397,56,0.4,2.03,3.199,0.1,0.3,1043,0,0,0,0.61,2.23,0,0.71,0.1,0,0.1,0.1,0.3,0.5,0.81,1.42,1.11,0.5,0.033,0,1
0.615,0.025,13,0,1.08,1.377,0.3,0.3,186,0,0,0,1.23,1.85,0,0.3,0,1.54,0,0.61,0.61,0,0.15,0,2.32,0.3,0,0,1
1.55,0,13,0,0,4.555,1.85,0,82,0,0,0,0,1.85,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,1
1.765,0,21,0.65,0.65,3.025,0.65,0,118,0,0,0,0.65,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.694,0,164,1.43,0.47,7.709,0,0,239,0,0.47,0,0,2.87,0,0,0,0,0,0,0,0,0.47,0,0,0.95,0,0,1
0.404,0.233,49,0.19,1.75,4.32,0,0.29,877,0,0.09,0,1.07,3.81,0,0.29,0.09,0,0.19,0.97,0.19,0.68,0.58,0.87,1.17,1.07,0.031,0,1
0.542,0.271,11,0,1.44,2.157,1.44,0,41,0,1.44,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.896,0,58,0,2.43,5.538,2.43,0,72,0,0,0,0,2.43,0,2.43,0,0,0,0,0,0,0,0,4.87,0,0,0,1
0,0,6,1.14,2.29,1.227,0,0,27,0,0,0,0,2.29,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,11,1.63,2.45,3.294,0,0,56,0,0,0,0.81,1.63,0,0,0,0,1.63,0,0,0,0,0,0.81,0,0,0,1
0.518,0,142,2.3,2.3,11.312,0.76,0,181,0,0,0,0,3.07,0,0,0.76,0,0,0,0,0,0,0,0.76,2.3,0,0,1
0,0,78,1.06,0,4.909,0,0,108,0,0,0,0,2.12,0,1.06,0,0,0,0,1.06,0,0,0,0,1.06,0,0,1
1.149,0,3,0,0,1.461,0,0,19,0,0,0,1.03,4.12,0,1.03,0,2.06,0,0,0,0,0,0,1.03,0,0,0,1
0.638,0,17,0.27,1.11,2.512,0.83,0,196,0,0.55,0,1.11,1.38,0,0.83,0,1.11,0,0,1.11,0,0,0,0.27,0.83,0,0,1
0,0,3,0,0,1.55,0,0,31,0,0,0,0,1.96,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,1
0.225,0,39,0,0,4.906,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.542,1.785,9989,0,0,239.571,0.02,0,10062,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1.998,0,1
0.975,0.396,56,0.4,2.03,3.186,0.1,0.3,1042,0,0,0,0.61,2.23,0,0.71,0.1,0,0.1,0.1,0.3,0.5,0.81,1.42,1.11,0.5,0.033,0,1
1.466,0.258,392,0.54,2.73,31.388,0,0,565,0,0,0,0.54,2.73,0,1.63,0,0,0,0,0,0,1.09,0.54,0,2.18,0.086,0,1
0.552,0.207,69,0.8,1.61,6.652,0.8,1.61,153,0,0,0,0.4,3.62,0,0.4,0,0.4,1.2,0.4,0,0,0,0,1.2,0.8,0.138,0,1
0.067,0.067,22,1.33,1.77,1.946,1.11,0,183,0,0,0,1.33,2.66,0,0,0.44,0,0.44,0,0.22,0,0.22,0,1.11,0.66,0,0,1
0,0.183,84,0.07,0.77,3.211,1.39,0.3,700,0,0,0,0.3,2.24,0,1,0.3,0.15,0,0.23,0.46,0,0,0.23,0.85,1.31,0,0,1
0,0.267,114,0,1,10.372,0,0.5,446,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,2.5,0,0,0.089,0,1
0.212,0.303,132,0.19,2.09,11.242,0.19,0,742,0,3.62,0,0.19,1.71,0,0.19,0.19,0,0.76,0,0.19,0,0.38,0.95,3.43,0.57,0,0,1
0.223,0.223,10,1.12,1.87,2.021,0.37,0.74,93,0,0,0,0,4.49,0,0,0.74,0,0.37,0,0.74,0,0,0,1.49,1.49,0,0,1
0,0,1,0,11.11,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,1
0.256,0.242,583,0.43,1.04,6.142,0.69,0.17,1339,0,0.95,0,0.43,2.43,0,1.21,0.26,0.08,0.26,0.26,0.6,0.17,0.52,0.69,1.47,1.3,0.013,0,1
0.175,0.467,259,0,0.96,9.56,0.48,0.48,717,0,0,0,0,0,0,0.48,0.48,0.48,0,0,0.96,0,0,0.48,2.41,0,0.116,0,1
0.305,0,14,2.01,2.01,2.162,0,0,93,0,0,0,0.67,1.34,0,0,0,0,0,0,0,0.67,0,0,2.01,0,0,0,1
5.831,1.309,54,0,1.09,6,0,0.09,756,0,0,0,0.29,3.76,0,0.59,0,0.09,0.49,0,0.19,0.09,0.39,0.09,0,1.58,0,0,1
0.309,0,14,2.04,2.04,2.111,0,0,95,0,0,0,0.68,1.36,0,0,0,0,0,0,0,0.68,0,0,2.04,0,0,0,1
0.241,0.06,18,0.37,0.37,2.166,0.74,0,143,0,0,0,0,0.74,0,0.37,0,0.37,0,0,0,0.37,0,0,0.37,0.37,0,0,1
0.241,0.228,683,0.49,1.07,6.544,0.9,0.16,1466,0,0.9,0,0.41,2.38,0,1.23,0.24,0.08,0.24,0.32,0.57,0.16,0.49,0.65,1.56,1.23,0.012,0,1
2.152,0,36,0,0,5.21,3.26,0,99,0,0,0,0,5.43,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,1
0.43,0.43,305,0.48,0.96,25.964,0,0.48,727,0,4.32,0,1.44,0.96,0,0.96,0.48,0,0.96,0,0,0,1.92,0.48,0,0.96,0,0,1
0.43,0.134,696,0.73,0.64,8.445,0.09,0.18,1478,0,0.55,0,0.73,1.38,0,1.1,0.27,0,0.18,0.09,0.73,0.18,0.27,0.83,1.2,0.64,0.013,0,1
0.124,0,12,0.4,2,1.94,0.4,0.4,97,0,0,0,0.4,3.6,0,0,0.4,0,0,0.4,0.4,0,0,0,0,0,0,0,1
0,0,6,0,1.68,1.304,0,0,30,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,1
0,0,6,0,0.85,1.333,0,0,28,0,0,0,0,2.56,0,0,0,0,0,0.85,0,0,0,0,0,0.85,0,0,1
0.96,0.128,70,0.21,1.09,8.08,0.43,0.43,501,0,0,0,0.65,3.71,0,0.43,0.43,0,0.21,0.21,0,0,0.65,0.87,0.87,0.87,0.128,0,1
2.354,0,13,0,1.29,2.09,0.64,0,69,0,0,0,1.29,2.58,0,0,0,0,0,0,0,0.64,0,0,1.29,0,0,0,1
0.445,0.979,28,2,1.5,4.685,0.5,0.5,164,0,0.5,0,0,3,0,0,0.5,0,0.5,0,0,0,0.5,0,1.5,0.5,0,0,1
1.029,0.093,63,0,3.03,3.621,0,0,344,0,0,0,0.27,1.65,0,0.55,0.27,1.37,0.27,1.37,0.27,2.2,0.82,0.27,0.55,0.55,0,0,1
0.639,0.165,117,0,1.32,3.697,0.32,0.84,3498,0,0.34,0,0,3.47,0,0.52,0.39,0.54,0.17,0.04,0.32,0.29,0.42,0.29,0.22,1.37,0.182,0,1
1.363,0,29,1.56,2.34,1.348,0,0,147,0,0,0,0.78,7.03,0,2.34,0,0,0.78,0,0,0,0,0,0.78,1.56,0,0,1
0,0,153,0,1.43,8.086,0.35,0,186,0,0,0,1.79,3.94,0,0.71,0,0,0.35,0,0,0,0.35,0,0,1.43,0,0,1
0.156,0.104,525,0.67,2.18,6.5,0.67,0,858,0,0,0,0.67,3.03,0,0.67,0.16,0,0.84,0,0.33,0.33,0,0.33,0.5,0.84,0.026,0,1
0.263,0.075,494,0.42,1.49,53.433,0,0.21,1603,0,0.21,0,1.71,3.21,0,0.42,0.21,1.92,0,0,0,0,0.21,0,0.42,0.85,0.639,0,1
1.431,0.536,23,0.5,1.01,4.09,0.5,1.01,225,0,1.51,0,0,3.53,0,1.01,1.51,0,0,0,0,0,2.02,0,0,1.51,0,0,1
0.928,0.154,7,0,0.86,2.409,0.86,0,53,0,0.86,0,0,4.31,0,0.86,0,3.44,0,0,0,0,0,0,0,0,0.154,0,1
0.094,0.015,89,0,1.2,2.531,0.08,0.08,319,0,0,0,0,4.66,0,0.34,0.08,0,0.17,0,0.08,0,0.08,0.08,0.25,0.86,0,0,1
1.023,0.093,63,0,3.03,3.621,0,0,344,0,0,0,0.27,1.65,0,0.55,0.27,1.37,0.27,1.37,0.27,2.2,0.82,0.27,0.55,0.55,0,0,1
0,0,62,0,1.81,21.428,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,1
0.297,0,8,7.27,0,2,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.488,0.157,669,0.5,0.7,8.55,0.1,0.1,1351,0,0.6,0,0.8,1.31,0,1.01,0.3,0,0.2,0,0.8,0.2,0.1,0.8,1.11,0.7,0.015,0,1
0.095,0,24,0.2,1.35,2.717,0.1,0.41,318,0,0.52,0,0,4.17,0,0.1,0,0.2,0,0,0.1,0,0,0,0.1,0.72,0,0,1
0.433,0.928,33,0.36,2.95,3,0.36,0,177,0,1.47,0,0,2.21,0,1.47,0.36,0,0,0,1.1,1.1,0,0,0,0.36,0.185,0,1
0.123,0,196,0.46,2.01,6.268,0.31,0,608,0,0,0,0.15,2.63,0,0.31,0.62,0.15,0.15,0,0,0,0,0,0.93,0.62,0,0,1
2.306,0.164,29,1.86,1.86,8.312,0,0.93,133,0,0,0,0.93,8.41,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,1
1.103,0.133,54,0.22,1.13,7.166,0.68,0.45,430,0,0,0,0.68,3.86,0,0.45,0.45,0,0.22,0.22,0,0,0.68,0.9,0.9,0.9,0.033,0,1
0.329,0.141,252,0.27,2.44,44.72,1.35,0.54,1118,0,0,0,0.54,1.08,0,0.27,0,0,0,0,0,0,0.27,0,0,0.54,1.41,0,1
0.661,0.088,21,0,2.92,2.256,0.38,0.38,325,0,0,0,0.12,2.92,0,0.38,0,0,0,0.12,0.25,0,0,0.12,0.25,0.25,0,0,1
0.207,0.207,25,0,0,3.761,0,0,79,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,1
1.16,0.116,12,0,0.64,1.8,0,0,63,0,0,0,0,3.87,0,0,0,0,0,0.64,1.29,0,0,0,0,0,0,0,1
0.207,0.207,25,0,0,3.761,0,0,79,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,1
3.588,0,17,0,0,2.516,1.35,0,78,0,0,0,0,2.7,0,1.35,0,0,0,1.35,0,0,0,0,0,0,0,0,1
0.6,0.429,4,1.03,1.55,1.447,0.51,0,55,0,0,0,1.03,2.07,0,0,0,0,1.03,0.51,0,0,0.51,0,0.51,1.03,0,0,1
0,0.049,30,0,0.59,2.47,0.29,0,168,0,0.29,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,1
0.238,0.238,19,0,1.36,2.232,0,0.68,96,0,0.68,0,0,3.4,0,0.68,0.68,0,0,1.36,0,0,0,0,0,0.68,0,0,1
0.488,0.157,669,0.5,0.7,8.55,0.1,0.1,1351,0,0.6,0,0.8,1.31,0,1.01,0.3,0,0.2,0,0.8,0.2,0.1,0.8,1.11,0.7,0.015,0,1
0.057,0.23,82,0.33,1,5.279,0.33,0,227,0,2,0,0.33,2.67,0,0.66,0,0,0,0.33,0,0,2,1.33,0.66,0.66,0,0,1
0,0,42,0,0.69,2.6,0.46,0,182,0,0,0,0,3,0,0,0,0.46,0,0,0.23,0,0,0,0.23,0.46,0.038,0,1
0.64,0.192,13,0.79,2.76,2.74,0,0.79,74,0,1.18,0,0,2.37,0,0,0,0.39,0,0,0.39,0,0.39,0,0,0.79,0,0,1
0.51,0,62,0.38,1.15,3.685,0.77,0.38,258,0,0,0,0.38,2.31,0,0.77,0.38,0.77,0,0,0.38,0,0.77,0,0.77,0.38,0,0,1
0.082,0,66,0.53,3.22,4.391,0,0,101,0,0,0,0.53,2.15,0,0,0,0,0,0,0,0,0,0.53,0,1.07,0,0,1
0.887,0.032,318,0,1.69,3.446,0.21,0.1,1003,0,0,0,0,2.53,0,0.42,0,0.31,0.31,0.52,0.1,0.42,0.52,0.21,0.21,0.52,0.049,0,1
0.022,0.022,5,0,0,3.482,0,0,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0
0.149,0,2,0,1.7,1.04,0,0,26,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.262,0,7,0,0,1.625,0,0,65,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,4.411,0,0,1866,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0
0,0,11,0,0,2.5,0,0,35,4.08,0,2.04,2.04,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0
0,0,28,0,0,3.571,0,0,150,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.393,0,7,0,0,1.75,0,0,28,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729,0,7,0,0,2.285,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0,251,0,0,10.012,0,0,791,9.33,0,0.24,0,0.24,3.93,0,0,0,0,0,0,0,0,0,0,0.24,0,0.73,0
0,0,12,0,1.8,2.766,0,0,83,0.9,0,0,0.9,3.6,0.9,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0
0,0,11,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
0,0.032,18,0,0,2.324,0,0,709,3.3,0,0,0,0,0,0.08,0.08,0.08,0,0.49,0.08,0,0,0,0,1.48,0,0,0
0,0,5,0,0,1.8,0,0,27,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,2.38,0,0,50,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0
0.546,0,4,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0
0.115,0,28,0,0,3.388,0,0,122,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
0,0,5,0,0,1.75,0,0,28,0,0,0,1.51,1.51,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0
0.375,0,5,0,0,1.444,2.32,0,13,0,0,0,0,2.32,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0
0,0,22,0,0.63,2.215,0,0,113,0,0,1.27,1.27,3.18,0,0,0,0,0.63,0,0,0,0,0,0.63,1.27,0,0,0
0.282,0,11,0,0,1.932,0,0,114,1.16,0,1.16,0,0.58,0.58,0.58,0,1.16,0,0,0,0,0,0,0.58,0,0,0.58,0
0.044,0.026,29,0,0.72,1.873,0.24,0.42,843,1.93,0.06,0,0.18,0.78,0.66,0.24,0,0.12,0.06,0.18,0,0,0.12,0,0,0.6,0,0.12,0
0,0,1,0,1.88,1,0,0,12,0,0,1.88,0,1.88,0,1.88,0,0,0,0,0,0,0,0,0,1.88,0,0,0
0,0,16,0,2.12,2.647,0,0,45,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,2.12,0,0,0
0,0,2,0,0,1.142,0,0,8,8.1,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.909,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0
1.315,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,2.322,0,0,72,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
0.313,0,10,0,0,1.689,0,0,49,2.89,0,0,0,0,1.44,0,0,0,0,0,0,0,1.44,0,1.44,0,0,1.44,0
0,0,4,0,0,1.538,0,0,20,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,1.745,0,0,89,0,0,0,0,3.29,0,0.54,0,0,0,0,0,0,0,0,0,0.27,0,0,0
