@relation 'AT: poker-hand-training-true-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.577attribute_4-0.511attribute_5+0.393attribute_2+0.264attribute_3+0.263attribute_8... numeric
@attribute -0.678attribute_0+0.441attribute_8-0.34attribute_3+0.277attribute_1+0.253attribute_5... numeric
@attribute 0.562attribute_6+0.515attribute_1-0.441attribute_7-0.327attribute_5-0.289attribute_2... numeric
@attribute '0.677attribute_9-0.432attribute_3-0.313attribute_4+0.31 attribute_2+0.301attribute_6...' numeric
@attribute 0.581attribute_8-0.413attribute_7-0.352attribute_2-0.348attribute_4-0.311attribute_1... numeric
@attribute '0.608attribute_7-0.446attribute_2-0.371attribute_3+0.368attribute_6+0.23 attribute_8...' numeric
@attribute 0.516attribute_6-0.473attribute_1+0.432attribute_3-0.333attribute_0-0.281attribute_9... numeric
@attribute '0.493attribute_9-0.442attribute_5-0.404attribute_0+0.39 attribute_4+0.258attribute_8...' numeric
@attribute -0.506attribute_5-0.447attribute_1-0.434attribute_3-0.377attribute_7-0.355attribute_9... numeric
@attribute -0.484attribute_4-0.445attribute_2-0.441attribute_8-0.414attribute_0-0.35attribute_6... numeric
@attribute attribute_10 {0,1,2,3,4,5,6,7,8,9}

@data
0.499776,0.976236,-1.224391,-0.183237,0.94867,1.706743,-0.555828,-1.04361,-0.752867,0.517922,1
0.24177,2.373249,0.878982,1.422084,1.175069,-0.250267,0.091751,-1.847734,-0.097318,-0.914426,0
0.643027,-0.744464,-2.612131,-0.561014,0.115088,-0.432317,-0.359562,1.137836,-1.713582,-1.488259,0
0.507652,1.464917,-1.116975,-0.157952,0.105744,-0.679143,-0.834246,-0.071857,2.270113,-1.361045,2
1.128081,1.239134,-1.977149,-1.122102,0.85328,1.282074,0.814173,0.496308,0.949983,1.191408,2
-0.67886,0.997281,1.185125,-1.147083,0.936526,-1.166682,0.802381,0.190634,-0.424542,0.181485,0
-0.351918,0.053109,-0.615972,-0.209313,2.343286,1.36022,-0.887235,-1.830981,1.576602,-0.214432,1
-0.766089,-0.0344,0.205936,0.031865,1.722415,-0.345322,0.365051,-1.012626,-0.091711,-0.219617,0
-0.858156,0.128271,-1.83415,0.276829,-0.609133,0.553713,-0.616797,0.639603,0.23197,1.023403,1
-1.13969,0.138032,0.848972,0.53314,-0.958018,0.184718,1.315931,0.708037,-0.528282,0.877326,2
0.51234,-0.394385,-0.24205,0.668537,-0.861557,-2.860823,0.30265,1.541945,0.134713,0.86636,1
1.446254,1.807629,-0.547715,-1.380513,-0.983198,-0.315059,0.870493,-0.282973,-1.745997,0.628435,1
0.329217,-1.206574,-1.227156,-1.270975,0.304294,0.488613,-0.597889,-0.062919,1.70674,-0.796183,1
-0.439914,-0.245697,0.877995,0.185801,2.779972,-0.792129,0.856642,-0.055144,-0.646273,1.17864,0
-0.265635,-1.425531,0.798361,-0.874769,-1.457593,-0.940585,-2.239904,-0.292781,0.334918,-0.033584,0
0.274926,-0.004576,0.626027,-0.377654,0.655346,0.118106,-2.201408,-0.148967,-0.864634,-0.839722,0
-0.034055,1.806457,1.052023,-0.88722,0.490048,1.321405,0.175572,-1.061325,0.484816,1.373978,0
-0.035618,-0.014295,0.679799,-1.317615,-0.574215,0.409661,0.357878,1.257668,0.513308,-0.822485,0
-0.008477,-0.975721,1.542371,0.138068,-0.360057,0.562257,1.858506,1.510886,0.77211,1.336833,1
1.275098,-0.768256,-0.368263,1.65494,0.277128,-0.253145,0.606699,1.001465,0.946594,-1.209822,1
-0.886708,-0.598025,-1.367853,0.52342,-1.939183,0.225017,1.00135,-0.215268,0.475168,-1.108877,0
0.299137,-1.73616,0.171364,-2.157585,-0.061127,0.041923,-0.931427,-0.267882,0.801825,0.215858,0
-0.668217,-0.282084,1.160159,0.286108,0.632086,-0.170374,-1.61254,-0.813587,0.813793,0.800134,0
-1.052733,0.307637,1.231872,-0.850226,0.707699,0.941596,0.795926,-0.016628,1.128071,-0.516212,1
-1.667391,-0.493878,1.643158,0.14,-0.32737,0.565445,-0.696549,0.343033,-0.946839,-0.290265,1
0.543752,-0.221569,1.282008,0.155259,0.312275,0.29562,-0.154652,-1.373959,0.967056,0.3885,1
-1.448364,1.108518,0.059921,-0.489858,0.976359,2.156913,0.648992,-0.124675,1.496134,-0.93965,1
-0.027704,-0.010252,1.084094,-1.000463,0.355767,-0.444683,0.892743,-0.768875,2.00854,2.046823,0
1.2111,-1.568603,-0.927741,-0.838356,0.957842,-0.453604,0.785426,-0.034614,0.719052,1.143658,1
-0.764854,-0.821145,-0.324891,-0.274161,-0.461314,-0.577743,0.641732,0.41192,0.423398,0.867402,3
0.232052,-0.895944,-1.712191,-0.284184,0.30607,-0.717785,1.019161,-1.726178,1.131251,1.04747,0
-0.405794,-0.940756,0.399236,1.461869,0.776636,-0.642132,1.738352,-1.426419,-0.129905,0.323262,1
1.261462,-0.330997,0.896173,-0.129855,0.93286,-0.513544,-2.359986,-1.342767,0.501561,0.403971,1
0.28256,-0.952889,0.471382,0.190247,1.383038,-0.974222,-1.342168,-0.193586,-1.174044,2.137583,1
-1.172349,0.40832,-0.331023,1.997215,0.070537,0.957823,1.824137,-0.241368,-0.075166,1.731328,1
0.476332,-1.199041,-1.698136,-0.199709,0.621299,1.421535,-0.395301,1.383797,0.609322,0.926099,0
-0.320018,-0.923868,-0.601121,-0.761527,0.579664,0.056651,-0.026778,-1.57759,-0.653729,0.326551,1
1.465447,-0.092781,1.88495,0.628958,-0.458048,-1.625709,2.360019,-0.098798,0.662478,0.427994,1
-2.063089,0.247786,-0.193165,1.660144,-1.348202,0.278471,-0.033879,1.483265,0.493961,0.64679,0
1.329133,0.122627,-0.408894,1.749606,0.900062,-0.425904,0.712177,1.801493,0.570555,-1.104685,0
-0.29593,0.582514,0.890743,-0.954925,-1.048738,-1.347083,-1.361693,1.27243,0.613778,0.709794,0
-0.621091,1.099409,-0.056921,-1.371741,0.098895,1.070553,1.681359,1.633878,-1.360431,-0.642135,0
-1.113305,-0.039056,-0.235806,-0.901233,0.115015,0.863729,1.786531,0.949571,-0.185861,-0.975262,1
1.233098,1.379924,0.615577,0.566028,-0.323331,1.014417,-0.800181,0.508059,0.074494,-0.514352,1
0.776976,0.957129,-1.253169,0.567424,0.254122,-1.179924,-1.013552,1.274981,-1.004539,-0.39248,7
-0.096175,1.671491,0.509385,-0.266779,0.975192,0.295353,0.796078,-1.026701,0.271225,0.985419,0
1.382813,-1.277538,-0.105248,0.493795,-0.531074,0.022376,2.137018,0.559373,0.571949,0.952836,1
0.384364,-1.066219,-1.364416,-0.696673,-0.547551,-0.418538,0.791033,-1.036311,0.923046,-1.400291,0
-0.739044,-0.223826,-0.800966,-0.057881,-0.042683,1.967194,1.055656,0.237254,0.464927,1.056795,1
-1.106065,1.571314,-0.243483,-0.534928,-0.340537,-1.036974,0.298279,-0.914871,0.395397,0.411032,0
0.209596,-0.058546,-1.999647,-0.641652,0.979999,0.162932,0.06133,2.031327,-1.154078,0.48456,0
0.675642,0.722639,-0.482507,0.838558,0.661443,1.733604,-2.264907,-1.144874,-1.39454,0.353976,1
-1.179181,0.875762,-0.464828,1.340352,-1.323755,1.273469,0.990665,-1.409145,-0.582519,0.602816,0
-0.070174,-1.791285,-0.36092,0.104812,-0.022037,-2.373176,0.543058,-0.842798,-0.488569,-0.656562,0
1.27285,0.7174,-0.789488,-0.727556,-0.467324,0.729018,1.34959,0.799788,1.371976,-1.8379,1
0.59253,1.158535,-1.565527,-0.052174,-2.00371,-0.105129,-0.031652,0.625472,1.037942,0.335325,0
-1.733635,0.366924,0.296762,1.620929,-0.083018,0.697305,0.230317,0.228426,-0.099164,0.003247,0
0.358063,-0.924246,0.727474,-0.849679,2.634355,1.253338,1.168673,-1.022667,0.257255,-0.687788,0
-0.0125,-0.979615,-0.916338,-1.65526,-0.421176,-0.046131,-0.863569,-0.79494,-1.620294,0.532993,7
-0.254606,-1.034342,1.08537,-1.836388,1.118238,0.907693,1.153447,1.379835,1.061268,-1.835606,1
-0.04743,-1.152184,-1.820028,0.023406,0.046438,0.759928,-0.730737,-0.629627,0.051837,0.635427,0
-1.074063,-0.087941,-1.382609,-1.750351,0.2616,2.210147,-0.96023,-0.27097,0.235416,-1.117203,0
-0.135901,2.175713,-1.404128,1.086106,0.335637,1.133297,1.874361,0.056261,-0.392852,-0.742047,1
-0.849978,1.133458,-0.781152,0.657046,0.532533,0.856679,1.419366,-0.849017,0.324673,1.494051,0
-0.259272,-0.682951,-1.208871,-0.34231,0.081076,0.968872,-0.779658,0.006504,-1.754588,-0.096139,1
1.754263,0.342293,0.989016,-0.295988,0.008423,-1.414491,-1.275466,0.604326,-0.459734,-1.450157,0
0.837189,2.059321,0.245863,0.660697,0.679315,0.351482,0.807636,-1.308517,-1.631197,-0.471216,0
0.603156,-0.697673,0.509228,0.985552,-0.238399,-1.938,0.821702,1.48174,0.36837,1.313608,0
-0.543916,-0.108045,0.431493,1.359768,0.248585,0.921426,0.453342,1.650312,0.319719,-0.537782,0
-0.968804,-1.482875,-0.42315,0.79334,-0.099512,-0.760323,-0.183417,0.549727,-0.687928,0.820006,1
-1.180215,0.824389,-0.106874,0.759039,0.22261,1.254456,-0.041971,1.725755,-1.734398,-0.804029,0
1.368093,-0.575516,-1.937695,0.464294,0.062085,-0.742447,0.53293,-0.561923,-0.463298,0.732798,1
0.646828,-0.285293,1.668352,0.619086,-0.514216,-0.123869,0.046538,-0.468242,0.294756,1.444787,0
0.280195,-0.032356,-2.05037,0.022914,-1.685035,0.969429,0.509969,-0.448091,1.204765,-0.897209,3
-1.321419,-1.539353,2.1656,0.736987,-1.315998,0.922318,-1.456791,0.153676,0.361166,-0.599088,1
-1.196873,-1.805413,-1.157345,-1.361945,-0.553047,-0.289025,-0.133543,0.947451,-1.342193,1.296226,0
0.16835,-0.99977,0.360088,1.229311,0.639826,-0.928305,0.47858,0.132187,0.155216,-0.228348,0
-1.3755,0.704552,0.375903,-0.593482,0.298572,0.045888,1.575903,1.253426,-0.859471,-0.390338,0
-0.001646,-1.107098,0.95699,-1.324591,-0.750716,-0.822846,-0.039034,-0.540736,-0.846604,-1.36368,0
1.530647,0.268102,0.552625,-0.102345,-0.981007,-1.278963,-0.056933,-0.080873,1.166305,1.887363,0
-0.50214,-1.51943,0.588517,0.1564,-1.728295,0.23062,0.360787,-0.003817,-1.788541,-0.888863,1
0.35771,-0.711637,-0.044906,-1.218066,0.422728,0.203929,1.570535,1.423588,1.506334,1.383817,0
2.005251,0.061978,-0.774116,-0.55067,-0.666258,-0.393487,-0.580855,-0.204554,0.776845,-0.50437,1
-0.352669,0.562818,0.253582,0.231686,-0.694313,-0.307841,-2.49342,1.451412,1.051859,-0.114868,0
1.057529,-0.170105,1.01465,1.753006,1.648903,0.545772,-0.980139,0.650859,1.37847,-0.453425,0
-1.710102,-0.18897,1.48463,0.70268,-1.213761,-0.487525,-1.610048,-0.530582,-0.247255,-0.112718,0
0.126228,-1.520273,1.888304,-0.449245,0.789862,0.371764,1.030087,0.160996,0.910112,-0.044568,1
-0.825712,0.924172,1.033195,1.204723,-0.448019,1.022609,-0.204175,-0.652256,-0.658996,0.588643,0
-0.315389,-1.284889,0.682216,0.995431,2.232493,-0.613371,1.354151,0.725627,-0.388285,-0.489773,0
-0.234424,0.724919,-2.465182,0.357861,-0.357528,-0.230721,-0.729795,-0.530446,-0.871849,-0.387183,0
-0.208904,0.016077,0.213057,-1.409749,-1.067544,-1.245532,0.687117,-0.909914,-0.299275,0.543261,0
-0.51145,0.877082,-0.820523,0.749647,0.843794,0.251136,0.294039,0.756843,1.519089,0.672757,0
1.259869,1.230342,0.085895,2.303189,0.574958,0.617132,0.44114,0.474426,-0.877915,-0.553022,1
1.323959,0.569338,0.795752,-0.847873,-0.624791,-0.786326,0.219891,1.635067,-0.491233,-1.82785,1
-0.714377,0.451158,0.288949,1.017747,0.328246,2.27942,0.217801,0.598018,0.152634,0.416911,0
-0.336318,0.190027,1.653158,-0.830357,-0.256845,-0.453174,0.152585,-0.377237,0.160648,-1.999664,0
0.679854,0.908426,-0.082063,0.148008,0.036801,-0.286187,1.004286,-0.696419,1.486721,-1.048446,2
-1.12821,1.543425,-0.026181,-0.277649,0.704003,-0.841899,1.103258,-0.45208,0.835695,-0.519896,0
-1.505282,0.47783,0.997594,1.475274,1.421602,0.646143,0.398475,-1.141667,0.066447,1.185606,1
2.2362,0.092436,1.313208,0.969915,0.833057,0.363972,0.824809,1.534129,-0.716258,-0.289454,2
-0.265841,0.359892,-0.385516,-0.206155,-0.235121,0.831864,-1.857701,1.25001,0.275385,0.99319,1
0.595095,-0.261213,-0.745377,1.647962,1.639976,-1.017024,1.143884,-0.510013,-0.602244,-0.410744,1
-1.017638,0.515915,0.745084,-0.246094,-2.615897,1.528967,0.868088,0.853882,0.610545,0.182002,1
-0.068998,-0.581351,0.026958,-1.197152,-0.70733,0.459708,-1.643172,0.226475,-0.457649,1.110076,1
-0.549238,-0.051701,-0.575347,0.258299,0.595813,2.267904,-0.612273,1.156042,0.05166,-0.474569,0
2.098979,-0.67239,-1.065902,0.785839,-0.917583,-0.272211,-1.237329,-0.659615,-2.119232,0.855827,1
0.592416,0.492253,-1.721603,0.063124,-0.479519,1.235963,1.246163,-0.956611,0.008293,-0.942022,0
-0.138158,1.048635,-1.77249,-1.935131,0.489593,0.730317,-0.0573,0.06314,0.198173,0.04264,0
-0.758993,-1.051417,-1.315585,-1.159735,-0.412771,1.506622,0.93121,-0.999198,0.32877,1.387099,0
-0.452326,0.222409,-1.017624,0.128078,0.186792,-0.10211,-0.487618,-0.330706,1.320479,1.065576,1
-0.843317,1.120151,0.51544,0.244938,1.573666,-1.206778,-1.516849,0.43223,-0.066517,1.808915,0
2.05578,-0.599692,-2.169185,0.823125,-0.019532,0.590957,-0.997963,0.913643,-0.174468,-0.917784,0
-1.275914,0.271001,0.972247,0.604956,-2.490462,1.444917,-0.323321,0.437973,-0.218448,0.046101,0
-1.03291,-1.254762,-0.490125,0.684063,1.752233,0.997781,0.469988,-1.580782,0.512953,0.572324,1
-0.315216,-1.576478,-0.445107,-0.482611,0.346474,-0.976722,-0.585218,-1.509667,0.550226,0.750686,0
0.930696,0.270332,-0.634906,-2.422451,-0.325733,-0.064495,0.76054,1.388546,1.044921,0.570616,0
-1.740975,-1.270528,-0.507026,1.694205,-0.557273,-1.086489,-1.352248,-0.370811,0.784992,-0.833855,0
0.911556,1.866307,-0.862444,-2.271951,0.797017,-0.877278,0.563476,-0.39894,-0.920714,0.666329,0
0.088124,0.486512,0.034931,-0.195787,-1.142536,-1.169469,-0.277698,-2.535644,-0.648799,0.312042,0
-0.114344,1.844556,-0.120522,-0.649233,-1.429322,1.520737,-0.188793,-0.948904,-0.91231,-2.363744,1
-0.948085,0.043688,-1.667262,-1.072713,0.198551,1.55005,-0.95121,-0.315303,1.421522,0.212767,0
1.119208,0.388894,1.983909,-0.701191,0.977723,0.333193,0.675967,0.658742,0.226326,-0.693405,0
0.333716,2.147772,-0.001245,0.205457,0.69196,-0.793312,1.317365,-1.666772,0.387712,0.078967,0
-0.40474,-1.335921,-1.285711,0.088108,-0.759018,0.009267,-0.980137,1.798103,0.043482,0.183903,1
-0.749011,-0.671327,-1.625636,-2.284378,1.20341,0.166318,0.348904,-0.088505,-0.850898,0.684158,1
0.029743,-0.013232,-1.602902,0.431728,0.526435,-2.096458,1.233506,-1.653472,0.579673,1.168811,0
-0.415601,-1.126676,-0.957491,0.323509,0.398623,1.202056,0.027427,0.484369,-1.17038,-0.610506,0
-1.426848,-0.446116,0.102348,1.044974,2.463478,1.359168,0.40206,-2.008368,0.862717,-0.312683,1
0.633489,-0.310552,0.203619,0.747283,0.908601,3.232673,-0.441323,-0.18874,-0.50071,-0.199542,0
-0.793172,-2.138699,-0.339903,-0.466413,1.172668,-0.035365,-0.516338,1.520001,0.519466,-0.851937,1
0.381562,-1.416049,2.323728,-0.339687,-0.419753,0.056138,-0.337438,-0.142085,-0.39959,-0.930072,0
-0.351621,-1.113762,1.109672,1.923602,1.506145,0.125516,-0.566426,0.072941,1.107199,0.860238,1
-0.246042,0.880312,0.916191,-0.850384,1.405697,0.600559,0.317621,-1.328044,-0.40389,1.146872,0
-0.303785,1.080686,-0.416537,-1.054662,0.115776,-0.136195,1.822437,0.16611,0.701662,-0.475259,0
-0.109552,-0.525421,-1.8835,-0.615412,-0.382535,-0.061276,1.698666,0.804985,-0.513673,0.31668,0
-0.596266,0.444392,1.85327,-1.62314,-0.395283,0.477861,1.296194,0.401162,-0.668498,0.782259,0
-0.214846,-0.99069,2.678464,-0.315468,-0.331098,0.309867,0.035043,-0.872973,0.240396,0.584809,0
-0.621439,-0.39919,-0.393299,-0.346224,-0.571566,-1.022831,1.058095,-0.460012,0.699182,-1.75417,1
1.1058,-0.579918,0.275301,-0.207735,1.461328,-0.241658,-0.598547,1.020447,1.295548,1.453889,1
1.68087,0.385974,-0.61637,1.504826,-1.972716,0.107222,0.600313,0.671107,0.436311,1.498123,0
-1.672742,-1.057207,-1.486871,-1.024362,-0.337728,1.270971,0.913178,-0.837954,0.124491,-1.076437,2
-0.545284,0.022503,-0.574738,1.342782,-0.531107,0.331526,2.014972,1.928074,-1.114862,0.275837,1
0.574933,-0.498499,-0.528105,0.131032,2.037705,-0.755777,-0.966147,0.781324,0.960507,-0.156034,0
1.07501,-0.146424,-1.543931,-0.853332,-0.610635,-0.91913,0.303919,-0.93847,-1.441736,0.497545,1
-0.327963,-1.376697,1.464486,0.068571,1.793325,0.592146,0.262495,-0.43811,0.834078,-0.832315,0
0.86716,-0.007331,-0.11416,-1.038502,-0.271225,0.709657,-0.08456,-1.422343,-1.632453,1.500618,0
-0.410357,0.611116,0.232033,0.047689,1.405219,1.283157,0.540594,-0.81442,0.054777,-0.966822,1
-2.27056,-0.962857,-0.795808,-0.006172,-0.717347,0.121508,-2.336888,-0.763872,-0.802225,0.829457,1
2.246895,-1.702264,0.603805,1.238152,-1.69695,0.802533,1.001258,-0.331844,-0.943587,-0.159975,1
2.084849,0.021124,1.452005,1.206252,0.296234,-0.966514,-0.442157,-0.310777,0.067318,-0.61039,1
0.023255,0.410511,-1.559257,-1.309121,0.974612,0.110402,0.003922,0.943208,0.29777,0.010798,1
-0.454238,-0.663738,-0.323344,2.18097,0.037224,0.449436,1.276729,-1.042551,-0.925864,0.687791,0
-0.831772,-0.187124,1.017827,-0.730278,-0.499169,-0.762615,-2.028404,1.002145,1.462722,0.50044,1
-1.463717,1.669873,-1.323027,-0.032655,-1.09777,-0.884684,0.548192,-0.465721,1.004257,-0.552771,0
0.555677,-0.050527,-1.324456,0.855037,2.282274,0.157102,0.672583,1.249302,-0.759665,0.900267,0
-0.500338,1.092847,1.029762,1.458881,1.652294,0.098617,1.069867,-0.145498,1.262246,0.392013,1
-1.73138,-1.095553,-0.940747,-0.794826,-1.268293,1.01667,0.347129,-1.060202,-1.372554,-0.213134,2
-0.656217,-0.312108,-0.966963,1.624077,-0.158254,-0.92368,-1.717808,0.236183,0.803345,0.000248,0
-1.848074,-0.139295,-1.137813,1.738247,-1.162039,-0.366144,1.75745,0.417231,-0.795578,-0.684493,0
1.155977,-0.555116,-0.196762,0.613557,1.250866,-0.799189,0.730883,-1.438247,-0.832592,-0.821539,0
1.625597,-1.49487,1.124395,1.06679,0.585536,1.393961,0.120607,0.539681,-0.392164,-0.323771,1
-1.656843,0.44354,0.50577,-0.459353,1.022275,-1.465614,-2.102145,0.7709,-0.585787,0.625253,1
0.34345,-0.133013,-0.143219,-1.076937,-1.626021,-0.805066,1.927628,-0.544277,-0.808264,-0.066828,1
1.231239,1.758672,1.392506,-0.43946,0.281491,1.394157,-0.840114,-0.926432,0.834532,0.052273,1
0.428876,-1.875939,-1.151721,0.203609,-0.041623,-0.768667,-0.538294,0.450927,1.484834,-0.708538,0
1.340219,0.749802,-0.282051,0.531721,-1.600629,-0.011921,-0.952384,1.241275,0.625205,1.341154,1
0.275933,-1.25837,1.198521,0.281966,1.404575,-0.259843,-1.835843,0.183554,-0.213947,0.242314,0
-1.045495,-1.307067,-0.280043,-1.246286,0.835578,-0.335974,-1.073322,-1.117481,1.816812,-0.059066,0
0.848971,-1.05078,0.693899,0.475132,-0.329781,-0.336903,-0.542014,-0.435056,-1.146025,1.813858,0
-1.261397,-0.66128,-0.187189,-0.187208,1.029181,1.38158,-1.007393,0.664359,0.179716,-1.461026,2
2.141932,-0.094191,-0.808918,-0.28674,0.345542,1.849795,1.112321,0.234133,0.57209,-0.669237,1
-0.06571,-0.416708,2.628853,-0.688338,-0.011175,-0.300327,0.997432,1.707767,0.192815,0.542876,0
1.025976,0.680691,0.289101,-0.116372,-0.583529,0.437382,0.849041,-0.950688,-2.592254,-0.653402,1
-0.481421,0.789312,1.17962,0.028422,1.731712,0.216118,-0.140517,-1.056457,0.09777,1.031139,1
1.497087,0.532319,0.759042,1.857903,0.549865,-0.482216,1.797291,1.088032,1.211481,-0.417597,0
-1.702667,-0.11362,-0.268121,1.148537,-0.699929,-0.015463,-1.339858,-0.890199,-1.385471,-0.989122,0
0.87833,0.747774,0.003541,2.00478,0.456272,0.042592,-0.915596,0.198468,0.18419,-1.368405,1
0.598256,-1.680448,-0.776718,0.440717,-1.049705,-1.640477,-0.715233,-0.260363,0.415916,-0.427648,0
-1.466718,0.043156,0.149012,-1.484979,1.335881,-1.660827,-0.991003,0.732768,-0.874711,0.622108,2
0.052763,-1.218237,-0.964643,1.038851,0.127019,-1.222205,-0.651838,1.070255,-0.153124,-1.871127,1
0.740557,-0.815987,-0.799313,-0.082449,0.437555,-1.616324,-0.855691,-0.377278,1.278167,-1.568784,1
-0.19086,-0.574443,0.256658,-2.066031,1.397038,0.233408,-0.384749,-1.733405,-0.763426,0.269042,0
-0.924569,0.229316,0.916249,-1.481259,-0.176163,-1.502906,-1.059903,1.343733,-0.400702,1.362392,0
0.20241,-2.278192,0.602219,0.345682,0.610541,0.415317,0.373917,-0.457826,-1.625219,1.569876,1
-0.461182,0.011936,0.190055,0.861858,2.336214,1.435535,-1.053062,-1.332228,0.695742,-0.28195,0
0.324183,-1.055365,0.580633,0.163804,-1.060748,-1.831422,-0.787814,-1.25673,-0.127245,-0.70734,0
0.137088,0.002014,-1.600935,-0.746868,1.010305,0.638841,0.214634,3.077783,-0.02554,1.026909,1
1.108279,0.118455,-1.065921,-0.448341,0.075888,0.232452,0.288704,2.024451,0.36573,1.344093,0
0.639515,-1.127214,-1.317368,1.551898,-0.61539,-0.05874,-1.285515,-0.972778,-1.175006,1.476164,0
0.164613,0.243609,-2.157852,-0.216772,1.119162,0.972378,-0.672384,0.209062,-0.553832,0.386348,0
-0.957837,-1.225237,-0.446609,-0.034543,1.053446,0.530104,-0.559124,-1.111226,0.527922,0.475811,1
1.173032,-0.619091,0.940607,-0.361585,1.398578,1.887924,-0.69128,-0.552243,1.625037,-0.586837,0
1.184068,1.351214,2.88884,1.02918,1.33083,-0.266268,-0.342342,0.90181,-0.183306,0.349812,0
-1.8939,-0.386674,0.469656,-0.127464,-0.659001,-0.332369,0.634017,-0.210186,2.835779,-0.635244,2
1.030704,1.428488,-0.466342,0.099165,0.826827,0.310342,0.350301,-1.907292,-0.742111,-0.796666,0
-0.281148,-0.979537,-1.199251,-0.765311,-1.546734,0.607198,0.131739,-1.510778,0.290611,-0.305818,0
1.760892,-1.14115,1.588262,0.574586,1.38296,1.19695,-1.431107,0.915437,-0.696492,0.109713,0
-0.947412,1.913235,-0.301121,0.411781,0.48939,0.593963,1.698467,-0.920448,0.191293,-0.164636,1
2.28394,-0.067338,-1.318625,-0.142471,-0.401615,0.589741,-1.30972,-0.101204,0.839226,-1.275153,0
0.018437,-1.119136,0.526616,1.361883,-1.901523,-1.000324,-0.251486,0.976212,0.297831,-1.078347,1
-0.725547,1.778334,-1.405073,1.325945,0.019604,-0.597954,-0.380282,1.569084,0.961599,-1.273306,0
-1.200638,-0.84414,-0.369528,0.246333,-1.62633,-0.062754,-2.64747,-0.509943,-0.331588,0.295379,1
0.832163,0.38652,0.201167,-1.071376,1.773073,0.952404,0.216539,-0.047066,2.246133,0.370944,1
0.638655,1.563203,0.963643,0.023404,-1.622741,0.796768,0.190415,-0.501016,0.632252,-1.540786,1
-0.639505,0.863629,1.039353,-0.681021,-1.639421,-2.115534,0.944675,-0.245745,-0.784259,-0.135414,0
-1.600828,-1.911951,-0.836489,0.780564,0.988855,0.799759,0.201647,0.437093,-0.800676,0.111446,0
0.144843,0.878848,-1.043466,0.106194,0.310004,0.424771,1.875015,0.645344,-0.124449,0.306102,1
-2.075205,1.149235,0.003601,-0.286322,-0.492588,-0.099055,0.445962,0.169145,-0.223981,0.26366,1
-0.051257,1.399296,-0.290323,-0.845333,0.315874,-1.438554,-0.822213,1.4169,0.875267,-0.636225,3
0.836526,0.724279,1.597968,-2.150757,0.741337,-0.900104,-0.619135,0.256901,0.590309,-0.599325,0
-0.420082,0.139604,-1.282396,-0.23513,1.40081,-0.45367,0.810161,-1.360749,-0.256904,-2.296546,0
-0.702201,2.080921,-0.847095,0.630215,-0.322388,-0.806639,-1.592613,0.323185,-1.162062,0.946224,1
-0.1793,-1.33461,1.179221,-0.545575,-0.218005,0.370924,0.294989,-0.408508,-0.231262,1.112548,1
-2.120005,0.174312,0.97673,-0.591252,-0.822548,-0.498486,-1.263551,-0.426893,0.523025,0.814343,1
-1.765335,-1.039402,0.542517,-0.193576,0.234848,-0.07555,0.300692,-0.626753,-1.77066,-0.970199,1
0.647115,-1.352044,1.784712,-0.113336,0.030768,-0.211181,-0.187192,-2.027392,0.984303,0.325996,0
1.008851,1.056707,-1.351589,-1.328769,0.960208,1.635058,0.279225,0.801534,0.833587,1.651242,0
1.077805,-0.901162,1.019833,-0.058542,-0.081011,0.812197,-0.438717,-1.2813,-0.716293,0.478369,2
-0.225183,0.06228,0.974512,-0.905352,-1.148061,1.35753,-0.300434,0.588789,-0.612349,0.862441,1
0.66963,0.968655,-1.234169,0.188798,-1.4026,0.836069,2.050568,0.063462,1.062513,0.018473,2
-0.480797,0.610812,0.095528,-1.864742,-1.406599,-0.257786,0.889332,-0.299734,-2.313458,-0.076768,2
0.54271,-0.873722,-2.459725,0.230801,-0.8664,-0.401941,0.401057,0.641849,0.197046,-0.287849,1
-1.370895,0.815807,0.096074,0.304705,-1.921728,-0.200857,0.490234,0.297763,0.588667,0.083243,1
-0.684979,-0.606657,0.178808,0.447411,2.485777,0.4784,-0.756793,-0.181375,-1.61102,-0.129374,0
1.678522,-0.382684,-1.214578,-0.175157,1.241486,0.802491,-0.550918,0.695571,0.428228,0.520243,2
-1.389765,-0.324616,-1.483371,0.049237,-1.563171,-0.525458,-0.383583,-1.874028,-0.404275,-0.969981,0
0.984819,0.6844,-0.569413,1.096182,-0.10708,0.88036,-1.14396,-0.788257,-0.391585,0.461563,1
0.065337,1.530162,-1.326565,1.57751,0.18168,-0.789295,0.225591,0.580835,-1.037037,0.576342,1
-0.153388,1.148591,1.052286,0.907395,0.528153,-0.758344,0.055733,-1.963447,-0.692198,-1.235724,0
0.352142,-1.243428,0.455376,0.400596,2.305608,-0.505188,0.387413,-0.844144,-0.653987,-0.047832,0
0.108723,1.31346,-0.743271,0.523506,-1.258762,-1.299681,-0.668213,0.329491,0.847787,0.33756,2
1.136117,-0.586111,0.848192,-0.529429,0.898558,-1.146991,-1.373348,0.284365,-0.577523,-1.4363,1
0.203304,-1.523857,0.25177,1.838796,0.655117,-1.180604,1.57507,-1.621351,-0.903866,-0.30317,1
